value,nsamp,name,rep
1,220,Wald,16
1,220,basic_boot,16
1,220,perc_boot,16
1,260,HulC,16
1,260,Wald,16
1,260,basic_boot,16
1,260,perc_boot,16
1,300,HulC,16
1,300,Wald,16
1,300,basic_boot,16
1,300,perc_boot,16
1,340,HulC,16
1,340,Wald,16
1,340,basic_boot,16
1,340,perc_boot,16
1,380,HulC,16
1,380,Wald,16
1,380,basic_boot,16
1,380,perc_boot,16
1,420,HulC,16
1,420,Wald,16
1,420,basic_boot,16
1,420,perc_boot,16
1,460,HulC,16
1,460,Wald,16
1,460,basic_boot,16
1,460,perc_boot,16
1,500,HulC,16
1,500,Wald,16
1,500,basic_boot,16
1,500,perc_boot,16
1,60,HulC,16
1,60,Wald,16
1,60,basic_boot,16
1,60,perc_boot,16
1,100,HulC,17
1,100,Wald,17
1,100,basic_boot,17
1,100,perc_boot,17
1,140,HulC,17
1,140,Wald,17
1,140,basic_boot,17
1,140,perc_boot,17
1,180,HulC,17
1,180,Wald,17
1,180,basic_boot,17
1,180,perc_boot,17
1,20,HulC,17
0,20,Wald,17
1,20,basic_boot,17
1,20,perc_boot,17
1,220,HulC,17
1,220,Wald,17
1,220,basic_boot,17
1,220,perc_boot,17
1,260,HulC,17
1,260,Wald,17
1,260,basic_boot,17
1,260,perc_boot,17
1,300,HulC,17
1,300,Wald,17
1,300,basic_boot,17
1,300,perc_boot,17
1,340,HulC,17
1,340,Wald,17
1,340,basic_boot,17
1,340,perc_boot,17
1,380,HulC,17
1,380,Wald,17
1,380,basic_boot,17
1,380,perc_boot,17
1,420,HulC,17
1,420,Wald,17
1,420,basic_boot,17
1,420,perc_boot,17
1,460,HulC,17
1,460,Wald,17
1,460,basic_boot,17
1,460,perc_boot,17
1,500,HulC,17
1,500,Wald,17
1,500,basic_boot,17
1,500,perc_boot,17
0,60,HulC,17
1,60,Wald,17
1,60,basic_boot,17
1,60,perc_boot,17
1,100,HulC,18
1,100,Wald,18
1,100,basic_boot,18
1,100,perc_boot,18
1,140,HulC,18
0,140,Wald,18
0,140,basic_boot,18
0,140,perc_boot,18
1,180,HulC,18
1,180,Wald,18
1,180,basic_boot,18
1,180,perc_boot,18
1,20,HulC,18
0,20,Wald,18
1,20,basic_boot,18
1,20,perc_boot,18
1,220,HulC,18
1,220,Wald,18
1,220,basic_boot,18
1,220,perc_boot,18
1,260,HulC,18
1,260,Wald,18
1,260,basic_boot,18
1,260,perc_boot,18
1,300,HulC,18
1,300,Wald,18
1,300,basic_boot,18
1,300,perc_boot,18
1,340,HulC,18
1,340,Wald,18
1,340,basic_boot,18
1,340,perc_boot,18
1,380,HulC,18
1,380,Wald,18
1,380,basic_boot,18
1,380,perc_boot,18
1,420,HulC,18
0,420,Wald,18
0,420,basic_boot,18
0,420,perc_boot,18
1,460,HulC,18
1,460,Wald,18
1,460,basic_boot,18
1,460,perc_boot,18
1,500,HulC,18
0,500,Wald,18
0,500,basic_boot,18
1,500,perc_boot,18
1,60,HulC,18
1,60,Wald,18
1,60,basic_boot,18
1,60,perc_boot,18
1,100,HulC,19
1,100,Wald,19
1,100,basic_boot,19
1,100,perc_boot,19
1,140,HulC,19
1,140,Wald,19
1,140,basic_boot,19
1,140,perc_boot,19
1,180,HulC,19
1,180,Wald,19
1,180,basic_boot,19
1,180,perc_boot,19
1,20,HulC,19
0,20,Wald,19
1,20,basic_boot,19
1,20,perc_boot,19
1,220,HulC,19
1,220,Wald,19
1,220,basic_boot,19
1,220,perc_boot,19
1,260,HulC,19
1,260,Wald,19
1,260,basic_boot,19
1,260,perc_boot,19
1,300,HulC,19
1,300,Wald,19
1,300,basic_boot,19
1,300,perc_boot,19
1,340,HulC,19
1,340,Wald,19
1,340,basic_boot,19
1,340,perc_boot,19
1,380,HulC,19
1,380,Wald,19
1,380,basic_boot,19
1,380,perc_boot,19
1,420,HulC,19
1,420,Wald,19
1,420,basic_boot,19
1,420,perc_boot,19
1,460,HulC,19
1,460,Wald,19
1,460,basic_boot,19
1,460,perc_boot,19
0,500,HulC,19
1,500,Wald,19
1,500,basic_boot,19
1,500,perc_boot,19
0,60,HulC,19
1,60,Wald,19
1,60,basic_boot,19
1,60,perc_boot,19
0,100,HulC,20
1,100,Wald,20
1,100,basic_boot,20
1,100,perc_boot,20
1,140,HulC,20
1,140,Wald,20
1,140,basic_boot,20
1,140,perc_boot,20
1,180,HulC,20
1,180,Wald,20
1,180,basic_boot,20
1,180,perc_boot,20
1,20,HulC,20
0,20,Wald,20
1,20,basic_boot,20
1,20,perc_boot,20
1,220,HulC,20
1,220,Wald,20
1,220,basic_boot,20
1,220,perc_boot,20
1,260,HulC,20
1,260,Wald,20
1,260,basic_boot,20
1,260,perc_boot,20
1,300,HulC,20
0,300,Wald,20
0,300,basic_boot,20
0,300,perc_boot,20
1,340,HulC,20
1,340,Wald,20
1,340,basic_boot,20
1,340,perc_boot,20
1,380,HulC,20
1,380,Wald,20
1,380,basic_boot,20
1,380,perc_boot,20
1,420,HulC,20
1,420,Wald,20
1,420,basic_boot,20
1,420,perc_boot,20
1,460,HulC,20
1,460,Wald,20
1,460,basic_boot,20
1,460,perc_boot,20
1,500,HulC,20
1,500,Wald,20
1,500,basic_boot,20
1,500,perc_boot,20
1,60,HulC,20
1,60,Wald,20
1,60,basic_boot,20
1,60,perc_boot,20
1,100,HulC,21
1,100,Wald,21
1,100,basic_boot,21
1,100,perc_boot,21
1,140,HulC,21
1,140,Wald,21
1,140,basic_boot,21
1,140,perc_boot,21
1,180,HulC,21
1,180,Wald,21
1,180,basic_boot,21
1,180,perc_boot,21
1,20,HulC,21
1,20,Wald,21
1,20,basic_boot,21
1,20,perc_boot,21
1,220,HulC,21
1,220,Wald,21
1,220,basic_boot,21
1,220,perc_boot,21
1,260,HulC,21
1,260,Wald,21
1,260,basic_boot,21
1,260,perc_boot,21
1,300,HulC,21
1,300,Wald,21
1,300,basic_boot,21
1,300,perc_boot,21
1,340,HulC,21
1,340,Wald,21
1,340,basic_boot,21
1,340,perc_boot,21
1,380,HulC,21
1,380,Wald,21
1,380,basic_boot,21
1,380,perc_boot,21
1,420,HulC,21
1,420,Wald,21
1,420,basic_boot,21
1,420,perc_boot,21
1,460,HulC,21
1,460,Wald,21
1,460,basic_boot,21
1,460,perc_boot,21
1,500,HulC,21
1,500,Wald,21
1,500,basic_boot,21
1,500,perc_boot,21
1,60,HulC,21
0,60,Wald,21
1,60,basic_boot,21
1,60,perc_boot,21
1,100,HulC,22
1,100,Wald,22
1,100,basic_boot,22
1,100,perc_boot,22
1,140,HulC,22
1,140,Wald,22
1,140,basic_boot,22
1,140,perc_boot,22
1,180,HulC,22
1,180,Wald,22
1,180,basic_boot,22
1,180,perc_boot,22
1,20,HulC,22
1,20,Wald,22
1,20,basic_boot,22
1,20,perc_boot,22
1,220,HulC,22
1,220,Wald,22
1,220,basic_boot,22
1,220,perc_boot,22
1,260,HulC,22
1,260,Wald,22
1,260,basic_boot,22
1,260,perc_boot,22
1,300,HulC,22
1,300,Wald,22
1,300,basic_boot,22
1,300,perc_boot,22
1,340,HulC,22
1,340,Wald,22
1,340,basic_boot,22
1,340,perc_boot,22
1,380,HulC,22
1,380,Wald,22
1,380,basic_boot,22
1,380,perc_boot,22
1,420,HulC,22
1,420,Wald,22
1,420,basic_boot,22
1,420,perc_boot,22
1,460,HulC,22
1,460,Wald,22
1,460,basic_boot,22
1,460,perc_boot,22
1,500,HulC,22
1,500,Wald,22
1,500,basic_boot,22
1,500,perc_boot,22
1,60,HulC,22
1,60,Wald,22
1,60,basic_boot,22
1,60,perc_boot,22
1,100,HulC,23
1,100,Wald,23
1,100,basic_boot,23
1,100,perc_boot,23
1,140,HulC,23
1,140,Wald,23
1,140,basic_boot,23
1,140,perc_boot,23
1,180,HulC,23
1,180,Wald,23
1,180,basic_boot,23
1,180,perc_boot,23
1,20,HulC,23
0,20,Wald,23
1,20,basic_boot,23
1,20,perc_boot,23
1,220,HulC,23
1,220,Wald,23
1,220,basic_boot,23
1,220,perc_boot,23
1,260,HulC,23
1,260,Wald,23
1,260,basic_boot,23
1,260,perc_boot,23
1,300,HulC,23
1,300,Wald,23
1,300,basic_boot,23
1,300,perc_boot,23
1,340,HulC,23
1,340,Wald,23
1,340,basic_boot,23
1,340,perc_boot,23
1,380,HulC,23
1,380,Wald,23
1,380,basic_boot,23
1,380,perc_boot,23
1,420,HulC,23
1,420,Wald,23
1,420,basic_boot,23
1,420,perc_boot,23
1,460,HulC,23
1,460,Wald,23
1,460,basic_boot,23
1,460,perc_boot,23
1,500,HulC,23
1,500,Wald,23
1,500,basic_boot,23
1,500,perc_boot,23
1,60,HulC,23
1,60,Wald,23
1,60,basic_boot,23
1,60,perc_boot,23
1,100,HulC,24
1,100,Wald,24
1,100,basic_boot,24
1,100,perc_boot,24
1,140,HulC,24
1,140,Wald,24
1,140,basic_boot,24
1,140,perc_boot,24
1,180,HulC,24
1,180,Wald,24
1,180,basic_boot,24
1,180,perc_boot,24
1,20,HulC,24
1,20,Wald,24
1,20,basic_boot,24
1,20,perc_boot,24
1,220,HulC,24
1,220,Wald,24
1,220,basic_boot,24
1,220,perc_boot,24
1,260,HulC,24
1,260,Wald,24
1,260,basic_boot,24
1,260,perc_boot,24
1,300,HulC,24
1,300,Wald,24
1,300,basic_boot,24
1,300,perc_boot,24
1,340,HulC,24
1,340,Wald,24
1,340,basic_boot,24
1,340,perc_boot,24
1,380,HulC,24
1,380,Wald,24
1,380,basic_boot,24
1,380,perc_boot,24
1,420,HulC,24
1,420,Wald,24
1,420,basic_boot,24
1,420,perc_boot,24
1,460,HulC,24
1,460,Wald,24
1,460,basic_boot,24
1,460,perc_boot,24
1,500,HulC,24
1,500,Wald,24
1,500,basic_boot,24
1,500,perc_boot,24
1,60,HulC,24
1,60,Wald,24
1,60,basic_boot,24
1,60,perc_boot,24
1,100,HulC,25
1,100,Wald,25
1,100,basic_boot,25
1,100,perc_boot,25
1,140,HulC,25
1,140,Wald,25
1,140,basic_boot,25
1,140,perc_boot,25
1,180,HulC,25
1,180,Wald,25
1,180,basic_boot,25
1,180,perc_boot,25
1,20,HulC,25
1,20,Wald,25
1,20,basic_boot,25
1,20,perc_boot,25
1,220,HulC,25
1,220,Wald,25
1,220,basic_boot,25
1,220,perc_boot,25
1,260,HulC,25
