value,nsamp,name,rep
6.88364071566176,100,HulC,1
3.37731564054223,100,Wald,1
3.9122134382724,100,basic_boot,1
3.9122134382724,100,perc_boot,1
6.76417601142176,140,HulC,1
2.77467903396653,140,Wald,1
2.94138086903445,140,basic_boot,1
2.94138086903445,140,perc_boot,1
2.53714486690534,180,HulC,1
2.59010717320372,180,Wald,1
2.67720583694134,180,basic_boot,1
2.67720583694134,180,perc_boot,1
2.29156406733168,20,HulC,1
8.04141664073866,20,Wald,1
11.6414488677912,20,basic_boot,1
11.6414488677912,20,perc_boot,1
1.72350953123434,220,HulC,1
2.2223547587185,220,Wald,1
2.15990044133234,220,basic_boot,1
2.15990044133234,220,perc_boot,1
3.33110988837058,260,HulC,1
2.11855030193769,260,Wald,1
2.2712398820828,260,basic_boot,1
2.2712398820828,260,perc_boot,1
1.89436859421003,300,HulC,1
1.64584772253556,300,Wald,1
1.701504220887,300,basic_boot,1
1.701504220887,300,perc_boot,1
1.44404591757984,340,HulC,1
1.55837552537921,340,Wald,1
1.53926257194229,340,basic_boot,1
1.53926257194229,340,perc_boot,1
1.93728026537879,380,HulC,1
1.68304999908089,380,Wald,1
1.66401329003672,380,basic_boot,1
1.66401329003672,380,perc_boot,1
2.29894258809234,420,HulC,1
1.47238347373026,420,Wald,1
1.50496198933552,420,basic_boot,1
1.50496198933552,420,perc_boot,1
2.34023555186172,460,HulC,1
1.4313971841946,460,Wald,1
1.43090347216929,460,basic_boot,1
1.43090347216929,460,perc_boot,1
2.2079375485813,500,HulC,1
1.34647801438905,500,Wald,1
1.374243805767,500,basic_boot,1
1.374243805767,500,perc_boot,1
7.87583975185727,60,HulC,1
4.40089689520095,60,Wald,1
5.04054384912214,60,basic_boot,1
5.04054384912214,60,perc_boot,1
5.24761182165354,100,HulC,2
2.38923513372037,100,Wald,2
2.54555710184182,100,basic_boot,2
2.54555710184182,100,perc_boot,2
3.66690811338047,140,HulC,2
2.2714927670677,140,Wald,2
2.37160147598875,140,basic_boot,2
2.37160147598875,140,perc_boot,2
4.62651609021579,180,HulC,2
2.00710576864494,180,Wald,2
2.12046122570544,180,basic_boot,2
2.12046122570544,180,perc_boot,2
44.4416566141775,20,HulC,2
5.32171303116612,20,Wald,2
9.31110518665521,20,basic_boot,2
9.31110518665521,20,perc_boot,2
5.03659261483554,220,HulC,2
1.79162646861021,220,Wald,2
1.92742231121962,220,basic_boot,2
1.92742231121962,220,perc_boot,2
3.15379870057074,260,HulC,2
1.77524781372256,260,Wald,2
1.84286734820923,260,basic_boot,2
1.84286734820923,260,perc_boot,2
2.06418472952496,300,HulC,2
1.60009318860808,300,Wald,2
1.7283684252415,300,basic_boot,2
1.7283684252415,300,perc_boot,2
3.30987304725984,340,HulC,2
1.54330219241678,340,Wald,2
1.66665355626241,340,basic_boot,2
1.66665355626241,340,perc_boot,2
1.93364683233617,380,HulC,2
1.42685653052975,380,Wald,2
1.45895973382845,380,basic_boot,2
1.45895973382845,380,perc_boot,2
1.59739133691408,420,HulC,2
1.45802642916516,420,Wald,2
1.53498776945957,420,basic_boot,2
1.53498776945957,420,perc_boot,2
2.58545761590971,460,HulC,2
1.40086787747588,460,Wald,2
1.39130059706793,460,basic_boot,2
1.39130059706793,460,perc_boot,2
0.810683371151373,500,HulC,2
1.2954535596386,500,Wald,2
1.28901142899803,500,basic_boot,2
1.28901142899803,500,perc_boot,2
9.9347924308229,60,HulC,2
3.4689309003362,60,Wald,2
4.0819252268874,60,basic_boot,2
4.0819252268874,60,perc_boot,2
9.78897043466631,100,HulC,3
3.47885534220348,100,Wald,3
3.31631877927036,100,basic_boot,3
3.31631877927036,100,perc_boot,3
6.8828407049139,140,HulC,3
2.88429634095632,140,Wald,3
2.9189841189279,140,basic_boot,3
2.9189841189279,140,perc_boot,3
1.6864571254428,180,HulC,3
2.01665984666172,180,Wald,3
2.19980324635276,180,basic_boot,3
2.19980324635276,180,perc_boot,3
3.22053347046021,20,HulC,3
4.60084869545213,20,Wald,3
8.65605673874984,20,basic_boot,3
8.65605673874984,20,perc_boot,3
3.50253128047479,220,HulC,3
1.90786076038551,220,Wald,3
1.86135693092837,220,basic_boot,3
1.86135693092837,220,perc_boot,3
2.94024041122457,260,HulC,3
1.84103500988952,260,Wald,3
1.77708193589169,260,basic_boot,3
1.77708193589169,260,perc_boot,3
3.50300380012413,300,HulC,3
1.69659620647861,300,Wald,3
1.70035118252858,300,basic_boot,3
1.70035118252858,300,perc_boot,3
3.00493323866688,340,HulC,3
1.54433046964494,340,Wald,3
1.46282444347867,340,basic_boot,3
1.46282444347867,340,perc_boot,3
1.4877004101352,380,HulC,3
1.41629900070739,380,Wald,3
1.42949664533633,380,basic_boot,3
1.42949664533633,380,perc_boot,3
1.62463606736522,420,HulC,3
1.44916283603873,420,Wald,3
1.57237464967732,420,basic_boot,3
1.57237464967732,420,perc_boot,3
1.43984115419731,460,HulC,3
1.52205421967972,460,Wald,3
1.49531893537388,460,basic_boot,3
1.49531893537388,460,perc_boot,3
1.02202050596596,500,HulC,3
1.41047604408854,500,Wald,3
1.44746415627446,500,basic_boot,3
1.44746415627446,500,perc_boot,3
13.6733270898831,60,HulC,3
3.38252831505352,60,Wald,3
3.97602670296267,60,basic_boot,3
3.97602670296267,60,perc_boot,3
4.1480204955001,100,HulC,4
3.24311578244619,100,Wald,4
3.50992967472338,100,basic_boot,4
3.50992967472338,100,perc_boot,4
4.85865945291074,140,HulC,4
2.41622777190695,140,Wald,4
2.4165780875646,140,basic_boot,4
2.4165780875646,140,perc_boot,4
1.41640865791091,180,HulC,4
1.96888117097417,180,Wald,4
1.92821288244571,180,basic_boot,4
1.92821288244571,180,perc_boot,4
6.58203034427477,20,HulC,4
4.87576995977332,20,Wald,4
10.1562046293672,20,basic_boot,4
10.1562046293672,20,perc_boot,4
3.2727205921347,220,HulC,4
2.01332466438812,220,Wald,4
2.0517168077733,220,basic_boot,4
2.0517168077733,220,perc_boot,4
2.37020762983442,260,HulC,4
1.9409297877081,260,Wald,4
1.92587304925068,260,basic_boot,4
1.92587304925068,260,perc_boot,4
3.18262860250896,300,HulC,4
1.80930928197341,300,Wald,4
1.7710327981153,300,basic_boot,4
1.7710327981153,300,perc_boot,4
0.796331522402214,340,HulC,4
1.46514270961467,340,Wald,4
1.43635282866943,340,basic_boot,4
1.43635282866943,340,perc_boot,4
3.01469259738792,380,HulC,4
1.59331896503376,380,Wald,4
1.47701663249763,380,basic_boot,4
1.47701663249763,380,perc_boot,4
1.69690116276574,420,HulC,4
1.4531814077799,420,Wald,4
1.44606367220127,420,basic_boot,4
1.44606367220127,420,perc_boot,4
2.41167062201469,460,HulC,4
1.25732363047385,460,Wald,4
1.28537540068578,460,basic_boot,4
1.28537540068578,460,perc_boot,4
1.06014281634611,500,HulC,4
