value,gamma,nsamp,name,rep
0.0860462359224408,0.1,1000,HulC,1
0.0845711329596455,0.1,1000,Wald,1
0.0862219904874459,0.1,1000,basic_boot,1
0.0862219904874459,0.1,1000,perc_boot,1
0.250968169320946,0.2,1000,HulC,1
0.192106430054413,0.2,1000,Wald,1
0.190319279614622,0.2,1000,basic_boot,1
0.190319279614622,0.2,1000,perc_boot,1
0.681337958514932,0.3,1000,HulC,1
0.465866803060695,0.3,1000,Wald,1
0.468878665357902,0.3,1000,basic_boot,1
0.468878665357902,0.3,1000,perc_boot,1
1.77203110039075,0.4,1000,HulC,1
1.16165886929261,0.4,1000,Wald,1
1.13873147677339,0.4,1000,basic_boot,1
1.13873147677339,0.4,1000,perc_boot,1
4.50924574605606,0.5,1000,HulC,1
2.93458987550719,0.5,1000,Wald,1
2.86227389445155,0.5,1000,basic_boot,1
2.86227389445155,0.5,1000,perc_boot,1
11.3634188089324,0.6,1000,HulC,1
7.46899896301863,0.6,1000,Wald,1
7.31928622935341,0.6,1000,basic_boot,1
7.31928622935341,0.6,1000,perc_boot,1
28.5400546794015,0.7,1000,HulC,1
19.110901010617,0.7,1000,Wald,1
18.6352236546585,0.7,1000,basic_boot,1
18.6352236546585,0.7,1000,perc_boot,1
71.665420069128,0.8,1000,HulC,1
49.1074923198354,0.8,1000,Wald,1
47.6600907241012,0.8,1000,basic_boot,1
47.6600907241012,0.8,1000,perc_boot,1
180.175705719895,0.9,1000,HulC,1
126.642948166538,0.9,1000,Wald,1
122.573392854824,0.9,1000,basic_boot,1
122.573392854824,0.9,1000,perc_boot,1
0.0410711000674431,0,1000,HulC,1
0.0442473757538775,0,1000,Wald,1
0.0422722187971174,0,1000,basic_boot,1
0.0422722187971174,0,1000,perc_boot,1
453.793507186092,1,1000,HulC,1
327.626850141972,1,1000,Wald,1
316.979183565414,1,1000,basic_boot,1
316.979183565414,1,1000,perc_boot,1
0.41502533350015,0.1,100,HulC,1
0.264903538762446,0.1,100,Wald,1
0.266028675370675,0.1,100,basic_boot,1
0.266028675370675,0.1,100,perc_boot,1
0.930219285931781,0.2,100,HulC,1
0.57964615588189,0.2,100,Wald,1
0.564699829333716,0.2,100,basic_boot,1
0.564699829333716,0.2,100,perc_boot,1
2.11152306298276,0.3,100,HulC,1
1.35527052597963,0.3,100,Wald,1
1.29904057771515,0.3,100,basic_boot,1
1.29904057771515,0.3,100,perc_boot,1
4.98015809306897,0.4,100,HulC,1
3.2904990652345,0.4,100,Wald,1
3.01147752308247,0.4,100,basic_boot,1
3.01147752308247,0.4,100,perc_boot,1
12.1502630855376,0.5,100,HulC,1
8.17286607645126,0.5,100,Wald,1
7.3306201473356,0.5,100,basic_boot,1
7.3306201473356,0.5,100,perc_boot,1
30.3438150071303,0.6,100,HulC,1
20.6130053892826,0.6,100,Wald,1
18.5573253204716,0.6,100,basic_boot,1
18.5573253204716,0.6,100,perc_boot,1
78.962229720748,0.7,100,HulC,1
52.5874763797395,0.7,100,Wald,1
48.1834784105026,0.7,100,basic_boot,1
48.1834784105026,0.7,100,perc_boot,1
209.23605570348,0.8,100,HulC,1
135.38455460405,0.8,100,Wald,1
125.396191693211,0.8,100,basic_boot,1
125.396191693211,0.8,100,perc_boot,1
554.13180727478,0.9,100,HulC,1
351.136805389043,0.9,100,Wald,1
